"Famille";"Catégories";"Nom";"Description";"Prix";"Poids";"NT";"Fabricant";"Compétences / Attributs";"Bonus";"Niv Max";"Nation";"Dommage";"Choc";"Portée";"FOR";"Init";"Mode de tir";"Mun.(Coût)";"CAL.";"DIS (M.Noir)";"Compétence associée";"Protection";"Choc*";"Localisations";"Catégorie de malus";"Contenance";"Etanchéité";"Armes eligible";"Effets Munitions"
"Equipement Général";"Communication";"Communicateur Global 12 [Surface]";"Les communications radio sous l’eau posent d’énormes problèmes. Les dispositifs qui équipent les plongeurs ont des portées assez limitées, qui sont encore réduites avec la profondeur. Plus on s’enfonce, plus le signal va se détériorer et va devenir incompréhensible (portée de réception : -10 % par tranche de 1 000 mètres de profondeur). De plus, le signal peut être détecté (mais pas compris) sur quatre fois sa portée d’émission. Les plongeurs préfèrent donc souvent avoir recours aux bonnes vieilles techniques de communication par signes, ou par câble de communication.
Les communicateurs externes posent beaucoup moins de problèmes. Dans une station, on peut soit passer par une borne relais, soit utiliser normalement son communicateur, mais celui-ci pourra subir quelques limitations en fonction de la structure du lieu. Par contre en surface, ils subissent les effets des perturbations atmosphériques ce qui réduit leur portée et la qualité du signal (en général la portée et le Test de fonctionnement de l’appareil sont réduits de 1D10 x 10%).
Les communicateurs peuvent être dotés d’un Blindage électronique, pour éviter les détections. Leur blindage modifie le Test de capteurs d’ondes et détermine si l’appareil est brouillé. Ils peuvent aussi être couplés à des modules de cryptage ou de décryptage.
Le Global 12 présenté ci-dessous est certainement le modèle de communicateur le plus répandu au fond des mers, malgré son prix élevé. Petit, résistant, il se porte au poignet et indique l’heure universelle. On peut le relier à un dispositif auditif et vocal très discret (livré avec), pour l’utiliser en armure ou sans avoir à lever le poignet. L’appareil standard a un niveau de Blindage électronique de 4, ainsi que des modules de cryptage et de décryptage de niveau 2. Ces appareils sont agréés par la plupart des services de sécurité. La puissance d’émission de ce communicateur, portant à 1 km, permet de couvrir la superficie de la plus grande des stations sous-marines. Le ComDive 100 est assez populaire chez les plongeurs. Sa portée est de 100 m.";4200;"0,1 kg";"II";"Global Com";;;;;;;;;;;;;"20 (20)";;;;;;;;;
"Equipement Général";"Communication";"Crypteur de données Sybar";"Couplé à un système de transmission, cet appareil permet de coder un message. Un personnage utilisant la Compétence de Cryptographie en s’aidant d’un crypteur gagne un bonus équivalent au niveau de l’appareil. Celui-ci peut également fonctionner de manière automatique, avec une Compétence égale au double de son niveau. Le malus pour décrypter le message sera égal au niveau du crypteur, plus le modificateur de réussite. Le coût d’un crypteur est généralement égal à (niveau x niveau) x 1 000.";"1000 x (NT x NT)";"1 kg";"I à VI";"Enigma";"Cryptographie ";"NT";;;;;;;;;;;"1 (10)";;;;;;;;;
"Equipement Général";"Communication";"Décodeur Clyss";"Cet appareil permet de décrypter un message codé. Un personnage utilisant la Compétence de Cryptographie en s’aidant d’un décodeur gagne un bonus équivalent au niveau de l’appareil. Celui-ci peut également fonctionner de manière automatique, avec une Compétence égale au double de son niveau. Dans tous les cas, la Difficulté du cryptage s’applique (voir Crypteur de données, ci-dessus). Le coût d’un décodeur est généralement égal à (niveau x niveau) x 600.
Le modèle Clyss est un petit décodeur qui peut être branché sur n’importe quel récepteur existant. Ses performances sont limitées contre les nouveaux systèmes de codage des forces armées (niveau réduit de moitié). Mais, pour le reste, il est toujours aussi efficace.";"600 x (NT x NT)";"1 kg";"I à VI";"Enigma";"Cryptographie ";"NT";;;;;;;;;;;"1 (10)";;;;;;;;;
"Equipement Général";"Communication";"Laser de communication";"Le laser de communication emprisonne une communication dans son faisceau. Ainsi en braquant précisément son dispositif sur le récepteur adéquat, un personnage peut transmettre une émission totalement sécurisée et inaudible pour toute autre personne que la cible. La portée d’un tel système est d’environ 600 mètres. Ce dispositif ne marche pas sous l’eau. Le modèle décrit ci-après est le modèle pour fantassin.

Option : un laser bleu-vert peut être utilisé sous l’eau mais son coût sera multiplié par 10, sa portée réduite de moitié (et de 10 m supplémentaires tous les 500 m de profondeur à NT III, tous les km à NT IV, tous les 2 km à NT V et tous les 3 km à NT VI).";2500;"1 kg";"III";"Omnia";;;;;;;;;;;;;"5(10)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Analyseur environnemental Seryon P250 ";"Un analyseur environnemental permet d’analyser l’atmosphère ambiante et d’en déterminer ainsi la composition. On peut surtout savoir si l’atmosphère est respirable et s’il n’y a pas d’agents toxiques ou pathogènes. L’analyseur sert aussi à mesurer les radiations.";6700;"1,5 kg";"III";"Seryon";;;;;;;;;;;;;"10 (5)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Analyseur Molle Mk II ";"Les analyseurs permettent d’obtenir des informations sur un contact sonar. Ils sont intégrés à un sonar et ne prennent donc pas de place. Le niveau de l’appareil agit comme une Compétence : en cas de réussite de l’analyse, la marge de réussite indique la précision des informations obtenues (taille, poids, déplacement, vitesse, etc.).";10800;;"II";"Menta";;;;;;;;;;;;;"15 (15)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Brouilleurs";"Les brouilleurs infligent une pénalité à tout appareil qu’ils affectent sur un rayon d’action déterminé. Un brouillage est automatiquement détectable. Un brouilleur de niveau 1 impose un malus de -1 et couvre une surface de 5 mètres de diamètre. Chaque niveau supplémentaire augmente le malus d’un point, ou augmente le diamètre de la sphère de 5 mètres. Le tableau ci-dessous présente des équipements courants, ainsi que le type d’appareils qu’ils affectent. 

Note : chaque niveau de Blindage électronique installé sur un appareil réduit la pénalité due au brouilleur d’1 point.";"1500 x niv";"8 kg";"III";"Menta";;;;;;;;;;;;;"10 (15)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Générateur de zone";"Cet appareil émet de fortes perturbations dans toute une zone autour de lui. La zone est facilement repérable mais ce qu’il y a dedans est très difficilement identifiable. Un générateur de niveau 1 impose un malus de -1 à tout test d’analyse et couvre une surface de 10 mètres de diamètre. Chaque niveau supplémentaire augmente le malus d’un point, ou augmente le diamètre de la sphère de 10 mètres. Notez qu’une seule analyse réussie neutralise le système de brouillage de zone. Le modèle Pyrio ci-dessous n’est utilisable que sous l’eau. Il agit efficacement contre les sonars passifs et actifs. 

Note : chaque niveau de Blindage électronique installé sur un analyseur réduit la pénalité d’analyse d’1 point.";"2000 x niv";"3 kg";"IV";"Pixia";;;10;;;;;;;;;;"5 (10)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Jumelles";"On peut équiper des lunettes, des visières ou des jumelles de systèmes de détection spéciaux. L’anti-flash permet aussi bien de se protéger de l’intensité du rayonnement solaire que des grenades au magnésium ou des armes émettant une lumière intense. Les systèmes infrarouges ou les amplificateurs de lumière permettent de voir la nuit, mais si l’individu qui les utilise est soumis à un brusque flash de lumière ou si un adversaire vise la tête de l’utilisateur avec un laser, ce dernier risque d’être aveuglé pendant 2D6 Tours de combat (Test de Chance). Le système radiation permet de mesurer le niveau de radiation dans une zone précise. Le système zoom est l’équivalent d’une lunette de visée, mais ne confère pas de bonus au tir. Le système sens peut augmenter l’Attribut Perception d’un personnage (pour les Tests faisant appel à la vue). Le système doit être adapté à la vue d’un individu spécifique. Le système tactique permet de visualiser un environnement qui serait invisible à l’œil humain (à cause de l’obscurité notamment) et signale la position de tout ce qui y a été détecté. Si ce système est relié à un programme d’analyse adéquat, ce dernier peut en plus, donner des indications sur les cibles repérées. Tout dispositif sensoriel peut être raccordé à un ordinateur pour profiter d’un système d’analyse.";1200;"0,8 kg";"III";"Omnia";;;;;;;;;;;;;"15 (15)";;;;"T";;;;;
"Equipement Général";"Équipement électronique";"Lunette";"On peut équiper des lunettes, des visières ou des jumelles de systèmes de détection spéciaux. L’anti-flash permet aussi bien de se protéger de l’intensité du rayonnement solaire que des grenades au magnésium ou des armes émettant une lumière intense. Les systèmes infrarouges ou les amplificateurs de lumière permettent de voir la nuit, mais si l’individu qui les utilise est soumis à un brusque flash de lumière ou si un adversaire vise la tête de l’utilisateur avec un laser, ce dernier risque d’être aveuglé pendant 2D6 Tours de combat (Test de Chance). Le système radiation permet de mesurer le niveau de radiation dans une zone précise. Le système zoom est l’équivalent d’une lunette de visée, mais ne confère pas de bonus au tir. Le système sens peut augmenter l’Attribut Perception d’un personnage (pour les Tests faisant appel à la vue). Le système doit être adapté à la vue d’un individu spécifique. Le système tactique permet de visualiser un environnement qui serait invisible à l’œil humain (à cause de l’obscurité notamment) et signale la position de tout ce qui y a été détecté. Si ce système est relié à un programme d’analyse adéquat, ce dernier peut en plus, donner des indications sur les cibles repérées. Tout dispositif sensoriel peut être raccordé à un ordinateur pour profiter d’un système d’analyse.";200;"0,1 kg";"III";"Omnia";;;;;;;;;;;;;"15 (15)";;;;"T";;;;;
"Equipement Général";"Équipement électronique";"Omni-scan Scan OU";"Ce petit dispositif est une sorte de long boîtier doté d’une fine fente à son extrémité. Il a une poignée et on le tient comme un pistolet. En visant un objet ou une créature ou toute autre chose matérielle, il l’analyse et cherche une correspondance dans son programme de données. S’il trouve une correspondance, l’utilisateur voit s’afficher sur le petit écran de l’autre côté de l’appareil, toutes les infos concernant l’objet scanné. La portée du dispositif est d’un mètre. Un omni-scan est couplé avec un petit ordinateur pouvant contenir 50 niveaux cumulés de programmes de données.";6000;"2 kg";"III";"Omnia";;;;;;;;;;;;;"5 (1)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Radar portable Oural";"Le radar est directionnel. Il ressemble à un gros fusil terminé par un disque. Sa portée est de 2 kilomètres";1800;"2 kg";"II";"Menta";;;;;;;;;;;;;"5 (5)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Rayon T Mendel Alpha";"Le rayon T est ce qui se fait de mieux pour scanner une zone, un appareil ou un individu. Ce rayon traverse tout et il suffit juste de balayer une cible avec ce rayon pour savoir ce qu’elle peut dissimuler. Ce dispositif très encombrant est surtout utilisé par les douanes et par les médecins.";68000;"89 kg";"IV";"Mendel";;;;;;;;;;;;;"-10 (-5)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Sonscan actif portable Crysta";"Le sonar Crista est équipé d’un analyseur Molle Mk II. C’est un sonar en forme de fusil, qui est directionnel. Sa portée est de 2 milles nautiques.";14800;"2 kg";"II";"Menta";;;;;;;;;;;;;"20 (20)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Sonscan actif/passif portable Pelock II";"Le sonar Pelock II est équipé d’un analyseur Molle Mk II. Il ressemble à un gros fusil. Le sonar actif est directionnel. On ne peut utiliser qu’une des deux fonctions à la fois. Sa portée est de 2 milles nautiques en mode actif et de 6 milles nautiques en mode passif.";18800;"3 kg";"II";"Menta";;;;;;;;;;;;;"10 (5)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Sonscan passif portable Lero";"Le sonar Lero est équipé d’un analyseur Molle Mk II. Le sonar est en forme de fusil, et sa portée atteint 7 milles nautiques.";16800;"2 kg";"II";"Menta";;;;;;;;;;;;;"20 (20)";;;;;;;;;
"Equipement Général";"Équipement électronique";"Visière";"On peut équiper des lunettes, des visières ou des jumelles de systèmes de détection spéciaux. L’anti-flash permet aussi bien de se protéger de l’intensité du rayonnement solaire que des grenades au magnésium ou des armes émettant une lumière intense. Les systèmes infrarouges ou les amplificateurs de lumière permettent de voir la nuit, mais si l’individu qui les utilise est soumis à un brusque flash de lumière ou si un adversaire vise la tête de l’utilisateur avec un laser, ce dernier risque d’être aveuglé pendant 2D6 Tours de combat (Test de Chance). Le système radiation permet de mesurer le niveau de radiation dans une zone précise. Le système zoom est l’équivalent d’une lunette de visée, mais ne confère pas de bonus au tir. Le système sens peut augmenter l’Attribut Perception d’un personnage (pour les Tests faisant appel à la vue). Le système doit être adapté à la vue d’un individu spécifique. Le système tactique permet de visualiser un environnement qui serait invisible à l’œil humain (à cause de l’obscurité notamment) et signale la position de tout ce qui y a été détecté. Si ce système est relié à un programme d’analyse adéquat, ce dernier peut en plus, donner des indications sur les cibles repérées. Tout dispositif sensoriel peut être raccordé à un ordinateur pour profiter d’un système d’analyse.";2600;"0,1 kg";"III";"Omnia";;;;;;;;;;;;;"5 (10)";;;;"T";;;;;
"Equipement Général";"Équipement électronique";"Visière 360° Neokrian";"Extrêmement appréciée par les pirates, la visière 360° reproduit sur les côtés du champ visuel une vue écrasée de ce qui échappe à la vue d’un personnage. Ce dispositif permet à un personnage d’avoir conscience de tout ce qui se passe autour de lui, pour éviter les mauvaises surprises.";27000;"0,2 kg";"IV";"Omnia";;;;;;;;;;;;;"-10 (1)";;;;"T";;;;;
"Equipement Général";"Outillage";"Brise-code assisté";"Contrairement au brise-code autonome, celui-ci est prévu pour être utilisé par un opérateur et ne peut donc pas être utilisé en automatique. C’est un petit ordinateur spécialisé entièrement dédié à son programme brise-code. Il s’utilise donc comme un programme. Notez que contrairement à un programme pour ordinateur, cet appareil assisté ne nécessite pas la compétence Informatique puisqu’on considère qu’un technicien en Système de sécurité saura l’utiliser. La compétence limitative est donc dans ce cas, Système de Sécurité. Le test s’effectuera avec la moitié du niveau de cette compétence (arrondi au supérieur) plus le niveau de l’appareil. Ces appareils ne peuvent avoir un niveau supérieur à 10. Ces appareils disposent de l’équivalent d’un programme Masque de même niveau. On peut utiliser cet appareil pendant une vingtaine d’heures avant de devoir changer la batterie. Le coût est égal à une fois et demie le prix d’un programme Brise-code.";"2250 x niv";"0,4 kg";"III";"Sigmar";"Systèmes de sécurité";"niv";10;;;;;;;;;;"-5 (1)";;;;;;;;;
"Equipement Général";"Outillage";"Câbles Classic +";"Fibra Plus fabrique les câbles les plus légers et les plus résistants du marché. Livrés avec un boîtier enrouleur, ces câbles peuvent supporter plusieurs tonnes, le modèle en plastitane étant de loin le plus solide. Les caractéristiques page suivante correspondent à 1 mètre de câble. Pour plusieurs mètres, il faut multiplier le coût et le poids en conséquence.";200;"0,5 kg ";"II";"Fibra Plus";;;;;;;;;;;;;"20 (20)";;;;;;;;;
"Equipement Général";"Outillage";"Câbles Plasti +";"Fibra Plus fabrique les câbles les plus légers et les plus résistants du marché. Livrés avec un boîtier enrouleur, ces câbles peuvent supporter plusieurs tonnes, le modèle en plastitane étant de loin le plus solide. Les caractéristiques page suivante correspondent à 1 mètre de câble. Pour plusieurs mètres, il faut multiplier le coût et le poids en conséquence.";4000;"1 kg";"III";"Fibra Plus";;;;;;;;;;;;;"10 (15)";;;;;;;;;
